threshold,precision,recall,f1-score
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.001,0.019916142557651992,0.9405940594059405,0.039006364196263604
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
0.0,0.001773111899160844,1.0,0.003539947076038764
